KuNr;Name;Vorname 1;Vorname 2;Geb.Dat.;Geb.Ort;Strasse;HNr;PLZ;Ort;Tel priv;Tel Arbeit;Mobil;Fax;eMail 1;eMail 2;Prio Kontakt;FamStand;Anz Kinder;Anz Kinder MV;Ehepart MV
K00141;Müller 15;Egon;;10.11.1964;München;Auf der Höhe;82;63502;Neustadt;06353/94099;06362/27995;0175/579141;;Müller15@dhbw.tst;Egon@dhbw.vgl;N;ledig;0;0;N
K00140;Dietrich 14;Holger;;31.10.1964;Freiburg;Severinstr.;53;63502;Neustadt;06353/57942;06362/57731;0175/579140;;Dietrich14@dhbw.tst;Holger@dhbw.vgl;M;verwitwet;2;1;N
K00139;Otto 14;Sebastian;;21.10.1964;Frankfurt;Kanzlerweg;59;63502;Neustadt;06353/74247;06362/66527;0175/579139;;Otto14@dhbw.tst;Sebastian@dhbw.vgl;L;eingetr. Partnerschaft;0;0;N
K00138;Zimmermann 14;Sabine;Maria;11.10.1964;Moskau;Kreuzberger Str.;97;63501;Versicherungsstadt;06352/28161;;0175/579138;06352/77989;Zimmermann14@dhbw.tst;Sabine@dhbw.vgl;G;eingetr. Partnerschaft;2;1;J
K00137;Zöller 14;Michael;;01.10.1964;Hannover;Im Gewann;22;63501;Versicherungsstadt;06352/28603;;0175/579137;;Zöller14@dhbw.tst;Michael@dhbw.vgl;P;verheiratet;3;2;N
K00136;Musterfrau 14;Carsten;;21.09.1964;Flensburg;Berliner Strasse;76;63500;Musterdorff;06351/91356;;0175/579136;;Musterfrau14@dhbw.tst;Carsten@dhbw.vgl;O;geschieden;0;0;N
K00135;Mueller 14;Ernst;;11.09.1964;Hannover;Musterstrasse;49;63500;Musterdorff;06351/19607;;0175/579135;;Mueller14@dhbw.tst;Ernst@dhbw.vgl;N;verheiratet;0;0;J
K00134;Meier 14;Christiane;;01.09.1964;Frankfurt (Oder);Kurze Strasse;42;63500;Musterdorff;06351/49720;;0175/579134;;Meier14@dhbw.tst;Christiane@dhbw.vgl;M;verheiratet;0;0;J
K00133;Meyer 14;Alfred;Putinowitsch;22.08.1964;München;Lange Strasse;87;63505;Mosbach;06356/26415;;0175/579133;;Meyer14@dhbw.tst;Alfred@dhbw.vgl;L;verwitwet;0;0;N
K00132;Maier 14;Johann;;12.08.1964;Wien;Kreuzweg;40;63504;Mittelstadt;06355/12410;06364/98398;0175/579132;06355/4614;Maier14@dhbw.tst;Johann@dhbw.vgl;G;geschieden;2;1;N
K00131;Müller 14;Markus;;02.08.1964;Dortmund;Im Tal;70;63504;Mittelstadt;06355/19483;06364/50290;0175/579131;;Müller14@dhbw.tst;Markus@dhbw.vgl;P;verwitwet;3;2;N
K00130;Dietrich 13;Torsten;;23.07.1964;Hannover;Auf der Höhe;80;63504;Mittelstadt;06355/68530;06364/90089;0175/579130;;Dietrich13@dhbw.tst;Torsten@dhbw.vgl;O;verwitwet;2;1;N
K00129;Otto 13;Jürgen;Paul;13.07.1964;Berlin;Severinstr.;40;63504;Mittelstadt;06355/40829;06364/19638;0175/579129;;Otto13@dhbw.tst;Jürgen@dhbw.vgl;N;verheiratet;5;4;N
K00128;Zimmermann 13;Andreas;;03.07.1964;Magdeburg;Kanzlerweg;34;63504;Mittelstadt;06355/2832;06364/67657;0175/579128;;Zimmermann13@dhbw.tst;Andreas@dhbw.vgl;M;geschieden;3;2;N
K00127;Zöller 13;Norbert;;23.06.1964;Duisburg;Kreuzberger Str.;89;63503;Altstadt;06354/88236;06363/33427;0175/579127;;Zöller13@dhbw.tst;Norbert@dhbw.vgl;L;geschieden;0;0;N
K00126;Musterfrau 13;Toni;Clara;13.06.1964;Würzburg;Im Gewann;24;63503;Altstadt;06354/29323;06363/46459;0175/579126;06354/75601;Musterfrau13@dhbw.tst;Toni@dhbw.vgl;G;ledig;0;0;N
K00125;Mueller 13;Kristijan;Herrmann;03.06.1964;Erfurt;Berliner Strasse;85;63503;Altstadt;06354/54353;06363/6023;0175/579125;;Mueller13@dhbw.tst;Kristijan@dhbw.vgl;P;ledig;0;0;N
K00124;Meier 13;Christian;;24.05.1964;Freiburg;Musterstrasse;55;63502;Neustadt;06353/15115;06362/92202;0175/579124;;Meier13@dhbw.tst;Christian@dhbw.vgl;O;verheiratet;3;2;N
K00123;Meyer 13;Thomas;;14.05.1964;Kassel;Kurze Strasse;59;63502;Neustadt;06353/10649;06362/52843;0175/579123;;Meyer13@dhbw.tst;Thomas@dhbw.vgl;N;eingetr. Partnerschaft;2;1;J
K00122;Maier 13;Hugo;;04.05.1964;Frankfurt (Oder);Lange Strasse;85;63502;Neustadt;06353/54190;06362/98105;0175/579122;;Maier13@dhbw.tst;Hugo@dhbw.vgl;M;verwitwet;2;1;N
K00121;Müller 13;Karla;;24.04.1964;Leipzig;Kreuzweg;33;63502;Neustadt;06353/95413;06362/46369;0175/579121;;Müller13@dhbw.tst;Karla@dhbw.vgl;L;geschieden;2;1;N
K00120;Dietrich 12;Karl-Heinz;Egon;14.04.1964;Sidney;Im Tal;44;63502;Neustadt;06353/65141;06362/59574;0175/579120;;Dietrich12@dhbw.tst;Karl-Heinz@dhbw.vgl;G;geschieden;1;0;N
K00119;Otto 12;Egon;;04.04.1964;Berlin;Auf der Höhe;14;63501;Versicherungsstadt;06352/67157;06361/41418;0175/579119;;Otto12@dhbw.tst;Egon@dhbw.vgl;P;eingetr. Partnerschaft;0;0;J
K00118;Zimmermann 12;Ansgar;;25.03.1964;Düsseldorf;Severinstr.;45;63501;Versicherungsstadt;06352/64010;06361/61964;0175/579118;;Zimmermann12@dhbw.tst;Ansgar@dhbw.vgl;O;eingetr. Partnerschaft;1;0;N
K00117;Zöller 12;Wolfgang;;15.03.1964;Moskau;Kanzlerweg;40;63500;Musterdorff;06351/89105;06360/21876;0175/579117;;Zöller12@dhbw.tst;Wolfgang@dhbw.vgl;N;verheiratet;3;2;N
K00116;Musterfrau 12;Walter;;05.03.1964;Mainz;Kreuzberger Str.;62;63500;Musterdorff;06351/3449;06360/64160;0175/579116;06351/6208;Musterfrau12@dhbw.tst;Walter@dhbw.vgl;M;geschieden;1;0;N
K00115;Mueller 12;Christine;Maria;24.02.1964;Obersdorf;Im Gewann;78;63500;Musterdorff;06351/61229;06360/21935;0175/579115;;Mueller12@dhbw.tst;Christine@dhbw.vgl;L;eingetr. Partnerschaft;1;0;N
K00114;Meier 12;Holger;;14.02.1964;Zuffenhausen;Berliner Strasse;27;63505;Mosbach;06356/39759;06365/50875;0175/579114;;Meier12@dhbw.tst;Holger@dhbw.vgl;G;geschieden;2;1;N
K00113;Meyer 12;Tom;;04.02.1964;Wiesbaden;Musterstrasse;41;63504;Mittelstadt;06355/85215;06364/99575;0175/579113;;Meyer12@dhbw.tst;Tom@dhbw.vgl;P;geschieden;3;2;N
K00112;Maier 12;Hartwigk;;25.01.1964;Leipzig;Kurze Strasse;81;63504;Mittelstadt;06355/29376;06364/37274;0175/579112;;Maier12@dhbw.tst;Hartwigk@dhbw.vgl;O;eingetr. Partnerschaft;1;0;N
K00111;Müller 12;Erika;;15.01.1964;Leipzig;Lange Strasse;9;63504;Mittelstadt;06355/82847;06364/49791;0175/579111;;Müller12@dhbw.tst;Erika@dhbw.vgl;N;ledig;0;0;N
K00110;Dietrich 11;Marcus;Putinowitsch;05.01.1964;Moskau;Kreuzweg;5;63504;Mittelstadt;06355/65596;06364/62378;;06355/73716;Dietrich11@dhbw.tst;Marcus@dhbw.vgl;M;verheiratet;0;0;J
K00109;Otto 11;Markus;;26.12.1963;Düsseldorf;Im Tal;43;63504;Mittelstadt;06355/927;06364/46365;;;Otto11@dhbw.tst;Markus@dhbw.vgl;L;geschieden;3;2;N
K00108;Zimmermann 11;Carsten;;16.12.1963;Fulda;Auf der Höhe;13;63503;Altstadt;06354/22597;06363/6859;;;Zimmermann11@dhbw.tst;Carsten@dhbw.vgl;G;verheiratet;0;0;J
K00107;Zöller 11;Sebastian;;06.12.1963;München;Severinstr.;73;63503;Altstadt;06354/68384;06363/7022;;;Zöller11@dhbw.tst;Sebastian@dhbw.vgl;P;verwitwet;0;0;N
K00106;Musterfrau 11;Ernst;Paul;26.11.1963;Sidney;Kanzlerweg;74;63503;Altstadt;06354/57287;06363/21538;;;Musterfrau11@dhbw.tst;Ernst@dhbw.vgl;O;ledig;0;0;N
K00105;Mueller 11;Christiane;;16.11.1963;Erfurt;Kreuzberger Str.;94;63502;Neustadt;06353/15511;06362/33211;;;Mueller11@dhbw.tst;Christiane@dhbw.vgl;N;ledig;0;0;N
K00104;Brandt;Willy;;06.11.1963;Fulda;Im Gewann;21;63502;Neustadt;06353/30085;;;06353/38071;Brandt@dhbw.tst;Willy@dhbw.vgl;M;ledig;1;0;N
K00103;Meyer 11;Johann;Clara;27.10.1963;Obersdorf;Berliner Strasse;43;63502;Neustadt;06353/77353;;0175/579103;;Meyer11@dhbw.tst;Johann@dhbw.vgl;L;verheiratet;2;1;J
K00102;Maier 11;Anne;Herrmann;17.10.1963;Peking;Musterstrasse;81;63502;Neustadt;06353/27276;;0175/579102;;Maier11@dhbw.tst;Anne@dhbw.vgl;G;geschieden;0;0;N
K00101;Schmidt;Helmut;;07.10.1963;Peking;Kurze Strasse;1;63502;Neustadt;06353/60817;;0175/579101;;Schmidt@dhbw.tst;Helmut@dhbw.vgl;P;verwitwet;1;0;N
K00100;Müntefering;Franz;;27.09.1963;Wiesbaden;Lange Strasse;16;63501;Versicherungsstadt;06352/36920;;0175/579100;;Müntefering@dhbw.tst;Franz@dhbw.vgl;O;eingetr. Partnerschaft;1;0;N
K00099;Otto 10;Karla;;17.09.1963;Magdeburg;Kreuzweg;15;63501;Versicherungsstadt;06352/75411;06361/28783;0175/579099;;Otto10@dhbw.tst;Karla@dhbw.vgl;N;verheiratet;2;1;J
K00098;von der Leyen;Ursula;;07.09.1963;Köln;Im Tal;18;63500;Musterdorff;06351/76127;06360/91560;0175/579098;06351/91279;vonderLeyen@dhbw.tst;Ursula@dhbw.vgl;M;ledig;2;1;N
K00097;Zöller 10;Jürgen;Egon;28.08.1963;Bremen;Auf der Höhe;21;63500;Musterdorff;06351/35642;06360/91880;0175/579097;;Zöller10@dhbw.tst;Jürgen@dhbw.vgl;L;ledig;2;1;N
K00096;Musterfrau 10;Kristijan;;18.08.1963;Duisburg;Severinstr.;1;63500;Musterdorff;06351/65227;06360/75897;0175/579096;;Musterfrau10@dhbw.tst;Kristijan@dhbw.vgl;G;eingetr. Partnerschaft;1;0;N
K00095;Graf Lambsdorf;Otto;;08.08.1963;Fulda;Kanzlerweg;82;63505;Mosbach;06356/62061;06365/77127;0175/579095;;GrafLambsdorf@dhbw.tst;Otto@dhbw.vgl;P;verwitwet;2;1;N
K00094;Meier 10;Karl-Heinz;;29.07.1963;Peking;Kreuzberger Str.;68;63504;Mittelstadt;06355/73535;06364/75309;0175/579094;;Meier10@dhbw.tst;Karl-Heinz@dhbw.vgl;O;verheiratet;5;4;N
K00093;Kohl;Helmut;;19.07.1963;New York;Im Gewann;5;63504;Mittelstadt;06355/9825;06364/19654;;;Kohl@dhbw.tst;Helmut@dhbw.vgl;N;geschieden;1;0;N
K00092;Maier 10;Martina;Maria;09.07.1963;Hanau;Berliner Strasse;99;63504;Mittelstadt;06355/55047;06364/10535;;06355/24434;Maier10@dhbw.tst;Martina@dhbw.vgl;M;geschieden;0;0;N
K00091;Müller 10;Thomas;;29.06.1963;Leipzig;Musterstrasse;24;63504;Mittelstadt;06355/32679;06364/5785;;;Müller10@dhbw.tst;Thomas@dhbw.vgl;L;verwitwet;3;2;N
K00090;Dietrich 09;Norbert;;19.06.1963;Stuttgart;Kurze Strasse;52;63504;Mittelstadt;06355/70001;06364/97801;;;Dietrich09@dhbw.tst;Norbert@dhbw.vgl;G;verheiratet;0;0;J
K00089;Otto 09;Erika;;09.06.1963;Magdeburg;Lange Strasse;35;63503;Altstadt;06354/78127;06363/80179;;;Otto09@dhbw.tst;Erika@dhbw.vgl;P;eingetr. Partnerschaft;1;0;N
K00088;Zimmermann 09;Walter;;30.05.1963;Wiesbaden;Kreuzweg;5;63503;Altstadt;06354/9890;06363/92020;;;Zimmermann09@dhbw.tst;Walter@dhbw.vgl;O;verheiratet;5;4;N
K00087;Zöller 09;Egon;Putinowitsch;20.05.1963;Bremen;Im Tal;93;63503;Altstadt;06354/79268;06363/64096;;;Zöller09@dhbw.tst;Egon@dhbw.vgl;N;verwitwet;2;1;N
K00086;Musterfrau 09;Christine;;10.05.1963;Marburg;Auf der Höhe;71;63502;Neustadt;06353/31378;06362/63412;;06353/32757;Musterfrau09@dhbw.tst;Christine@dhbw.vgl;M;verwitwet;2;1;N
K00085;Mueller 09;Holger;;30.04.1963;Wolfsburg;Severinstr.;98;63502;Neustadt;06353/62723;06362/17068;;;Mueller09@dhbw.tst;Holger@dhbw.vgl;L;verheiratet;2;1;J
K00084;Meier 09;Marcus;;20.04.1963;Wien;Kanzlerweg;39;63502;Neustadt;06353/91992;06362/55170;;;Meier09@dhbw.tst;Marcus@dhbw.vgl;G;ledig;0;0;N
K00083;Meyer 09;Hartwigk;Paul;10.04.1963;Magdeburg;Kreuzberger Str.;53;63502;Neustadt;06353/45470;06362/19304;;;Meyer09@dhbw.tst;Hartwigk@dhbw.vgl;P;verwitwet;2;1;N
K00082;Maier 09;Tina;;31.03.1963;Peking;Im Gewann;51;63502;Neustadt;06353/48585;06362/14873;;;Maier09@dhbw.tst;Tina@dhbw.vgl;O;geschieden;0;0;N
K00081;Müller 09;Tom;;21.03.1963;Köln;Berliner Strasse;12;63501;Versicherungsstadt;06352/20466;06361/79605;;;Müller09@dhbw.tst;Tom@dhbw.vgl;N;verheiratet;3;2;N
K00080;Dietrich 08;Wolfgang;Clara;11.03.1963;Wien;Musterstrasse;17;63501;Versicherungsstadt;06352/15980;06361/16273;;;Dietrich08@dhbw.tst;Wolfgang@dhbw.vgl;M;ledig;0;0;N
K00079;Otto 08;Alfred;Herrmann;01.03.1963;Berlin;Kurze Strasse;22;63500;Musterdorff;06351/31984;06360/46350;;;Otto08@dhbw.tst;Alfred@dhbw.vgl;L;geschieden;0;0;N
K00078;Zimmermann 08;Ernst;;19.02.1963;Peking;Lange Strasse;9;63500;Musterdorff;06351/42663;06360/18477;;;Zimmermann08@dhbw.tst;Ernst@dhbw.vgl;G;eingetr. Partnerschaft;0;0;J
K00077;Zöller 08;Markus;;09.02.1963;Frankfurt;Kreuzweg;30;63500;Musterdorff;06351/14453;06360/29117;;;Zöller08@dhbw.tst;Markus@dhbw.vgl;P;verheiratet;3;2;N
K00076;Musterfrau 08;Christiane;;30.01.1963;Duisburg;Im Tal;83;63505;Mosbach;06356/59284;06365/37768;;06356/83145;Musterfrau08@dhbw.tst;Christiane@dhbw.vgl;O;eingetr. Partnerschaft;0;0;J
K00075;Kiesinger;Kurt;Georg;20.01.1963;Hofgeismar;Auf der Höhe;45;63504;Mittelstadt;06355/53867;06364/82147;0175/579075;;Kiesinger@dhbw.tst;Kurt@dhbw.vgl;N;geschieden;1;0;N
K00074;Meier 08;Michael;Egon;10.01.1963;Sidney;Severinstr.;55;63504;Mittelstadt;06355/43144;06364/73556;0175/579074;;Meier08@dhbw.tst;Michael@dhbw.vgl;M;ledig;0;0;N
K00073;Meyer 08;Anne;;31.12.1962;New York;Kanzlerweg;0;63504;Mittelstadt;06355/52977;06364/80102;0175/579073;;Meyer08@dhbw.tst;Anne@dhbw.vgl;L;verheiratet;0;0;J
K00072;Maier 08;Sabine;;21.12.1962;Wien;Kreuzberger Str.;9;63504;Mittelstadt;06355/71956;;0175/579072;;Maier08@dhbw.tst;Sabine@dhbw.vgl;G;verwitwet;3;2;N
K00071;Müller 08;Johann;;11.12.1962;Marburg;Im Gewann;79;63504;Mittelstadt;06355/32955;;0175/579071;;Müller08@dhbw.tst;Johann@dhbw.vgl;P;ledig;1;0;N
K00070;Dietrich 07;Sebastian;;01.12.1962;Berlin;Berliner Strasse;39;63503;Altstadt;06354/94917;;0175/579070;06354/10787;Dietrich07@dhbw.tst;Sebastian@dhbw.vgl;O;geschieden;0;0;N
K00069;Otto 07;Thomas;Maria;21.11.1962;Magdeburg;Musterstrasse;65;63503;Altstadt;06354/86929;;0175/579069;;Otto07@dhbw.tst;Thomas@dhbw.vgl;N;geschieden;3;2;N
K00068;Zimmermann 07;Kristijan;;11.11.1962;Stuttgart;Kurze Strasse;64;63503;Altstadt;06354/10181;;0175/579068;;Zimmermann07@dhbw.tst;Kristijan@dhbw.vgl;M;verwitwet;2;1;N
K00067;Heinemann;Gustav;;01.11.1962;Erfurt;Lange Strasse;34;63502;Neustadt;06353/27544;06362/27314;0175/579067;;Heinemann@dhbw.tst;Gustav@dhbw.vgl;L;verwitwet;3;2;N
K00066;von und zu Gutenberg;Karl;Theodor;22.10.1962;Stralsund;Kreuzweg;15;63502;Neustadt;06353/69356;06362/22070;0175/579066;;vonundzuGutenberg@dhbw.tst;Karl@dhbw.vgl;G;eingetr. Partnerschaft;0;0;J
K00065;Engholm;Björn;;12.10.1962;Kassel;Im Tal;83;63502;Neustadt;06353/66053;06362/58272;0175/579065;;Engholm@dhbw.tst;Björn@dhbw.vgl;P;verwitwet;2;1;N
K00064;Meier 07;Norbert;Putinowitsch;02.10.1962;Mainz;Auf der Höhe;12;63502;Neustadt;06353/5030;06362/63168;0175/579064;06353/18812;Meier07@dhbw.tst;Norbert@dhbw.vgl;O;ledig;0;0;N
K00063;Meyer 07;Martina;;22.09.1962;Kassel;Severinstr.;53;63502;Neustadt;06353/71254;06362/36089;0175/579063;;Meyer07@dhbw.tst;Martina@dhbw.vgl;N;verheiratet;0;0;J
K00062;Maier 07;Andreas;;12.09.1962;Rostock;Kanzlerweg;2;63501;Versicherungsstadt;06352/71203;06361/5928;0175/579062;;Maier07@dhbw.tst;Andreas@dhbw.vgl;M;verheiratet;3;2;N
K00061;Müller 07;Hugo;;02.09.1962;Erfurt;Kreuzberger Str.;14;63501;Versicherungsstadt;06352/91917;06361/7364;0175/579061;;Müller07@dhbw.tst;Hugo@dhbw.vgl;L;geschieden;1;0;N
K00060;Friedrich;Hans-Peter;Paul;23.08.1962;Kiel;Im Gewann;37;63500;Musterdorff;06351/27151;06360/55539;0175/579060;;Friedrich@dhbw.tst;Hans-Peter@dhbw.vgl;G;ledig;0;0;N
K00059;von Dohnany;Klaus;;13.08.1962;Köln;Berliner Strasse;60;63500;Musterdorff;06351/75163;06360/43101;0175/579059;;vonDohnany@dhbw.tst;Klaus@dhbw.vgl;P;ledig;1;0;N
K00058;Brüderle;Rainer;;03.08.1962;Flensburg;Musterstrasse;44;63500;Musterdorff;06351/57826;06360/77164;0175/579058;06351/65238;Brüderle@dhbw.tst;Rainer@dhbw.vgl;O;eingetr. Partnerschaft;1;0;N
K00057;Zöller 06;Erika;Clara;24.07.1962;Rostock;Kurze Strasse;35;63505;Mosbach;06356/70325;06365/15957;0175/579057;;Zöller06@dhbw.tst;Erika@dhbw.vgl;N;verwitwet;2;1;N
K00056;Musterfrau 06;Holger;Herrmann;14.07.1962;Hannover;Lange Strasse;1;63504;Mittelstadt;06355/78345;06364/79201;;;Musterfrau06@dhbw.tst;Holger@dhbw.vgl;M;ledig;1;0;N
K00055;Mueller 06;Marcus;;04.07.1962;Obersdorf;Kreuzweg;32;63504;Mittelstadt;06355/92539;06364/1504;;;Mueller06@dhbw.tst;Marcus@dhbw.vgl;L;eingetr. Partnerschaft;0;0;J
K00054;Wulff;Christian;;24.06.1962;Zuffenhausen;Im Tal;99;63504;Mittelstadt;06355/50849;06364/32425;;;Wulff@dhbw.tst;Christian@dhbw.vgl;G;ledig;0;0;N
K00053;Meyer 06;Tina;;14.06.1962;New York;Auf der Höhe;8;63504;Mittelstadt;06355/96685;06364/86961;;;Meyer06@dhbw.tst;Tina@dhbw.vgl;P;verheiratet;0;0;J
K00052;Adenauer;Konrad;;04.06.1962;Wiesbaden;Severinstr.;31;63504;Mittelstadt;06355/5783;06364/64508;;06355/11506;Adenauer@dhbw.tst;Konrad@dhbw.vgl;O;verheiratet;2;1;J
K00051;Müller 06;Hartwigk;Egon;25.05.1962;Rostock;Kanzlerweg;19;63503;Altstadt;06354/54097;06363/34317;;;Müller06@dhbw.tst;Hartwigk@dhbw.vgl;N;geschieden;2;1;N
K00050;Dietrich 05;Egon;;15.05.1962;Hamburg;Kreuzberger Str.;41;63503;Altstadt;06354/65936;06363/68641;;;Dietrich05@dhbw.tst;Egon@dhbw.vgl;M;geschieden;1;0;N
K00049;Otto 05;Johann;;05.05.1962;Hofgeismar;Im Gewann;51;63503;Altstadt;06354/69180;06363/23062;;;Otto05@dhbw.tst;Johann@dhbw.vgl;L;eingetr. Partnerschaft;0;0;J
K00048;Zimmermann 05;Christiane;;25.04.1962;Stuttgart;Berliner Strasse;65;63502;Neustadt;06353/88569;06362/50456;;;Zimmermann05@dhbw.tst;Christiane@dhbw.vgl;G;verwitwet;2;1;N
K00047;Zöller 05;Alfred;;15.04.1962;Bremen;Musterstrasse;2;63502;Neustadt;06353/87653;06362/46901;;;Zöller05@dhbw.tst;Alfred@dhbw.vgl;P;verheiratet;0;0;J
K00046;Musterfrau 05;Torsten;Maria;05.04.1962;Sidney;Kurze Strasse;96;63502;Neustadt;06353/9462;06362/61088;;06353/27660;Musterfrau05@dhbw.tst;Torsten@dhbw.vgl;O;geschieden;2;1;N
K00045;Mueller 05;Michael;;26.03.1962;Peking;Lange Strasse;28;63502;Neustadt;06353/24713;06362/23790;0175/579045;;Mueller05@dhbw.tst;Michael@dhbw.vgl;N;eingetr. Partnerschaft;1;0;N
K00044;Meier 05;Sebastian;;16.03.1962;Bremen;Kreuzweg;67;63502;Neustadt;06353/40548;06362/78718;0175/579044;;Meier05@dhbw.tst;Sebastian@dhbw.vgl;M;verheiratet;0;0;J
K00043;Backus;Gus;;06.03.1962;Duisburg;Im Tal;92;63501;Versicherungsstadt;06352/90466;06361/66022;0175/579043;;Backus@dhbw.tst;Gus@dhbw.vgl;L;geschieden;3;2;N
K00042;Van Zant;Gus;;24.02.1962;Stuttgart;Auf der Höhe;20;63501;Versicherungsstadt;06352/98492;06361/60026;0175/579042;;VanZant@dhbw.tst;Gus@dhbw.vgl;G;verheiratet;3;2;N
K00041;Müller 05;Anne;Putinowitsch;14.02.1962;London;Severinstr.;62;63500;Musterdorff;06351/41968;06360/83020;0175/579041;;Müller05@dhbw.tst;Anne@dhbw.vgl;P;ledig;0;0;N
K00040;Blackmore;Ritchie;;04.02.1962;Hofgeismar;Kanzlerweg;16;63500;Musterdorff;06351/47140;06360/20588;0175/579040;;Blackmore@dhbw.tst;Ritchie@dhbw.vgl;O;ledig;0;0;N
K00039;Otto 04;Hugo;;25.01.1962;Duisburg;Kreuzberger Str.;62;63500;Musterdorff;06351/38632;06360/46948;0175/579039;;Otto04@dhbw.tst;Hugo@dhbw.vgl;N;verheiratet;5;4;N
K00038;Zimmermann 04;Christian;Herrmann;15.01.1962;Wolfsburg;Im Gewann;87;63505;Mosbach;06356/46124;06365/30960;0175/579038;;Zimmermann04@dhbw.tst;Christian@dhbw.vgl;M;eingetr. Partnerschaft;1;0;N
K00037;Zöller 04;Thomas;Paul;05.01.1962;Rostock;Berliner Strasse;10;63504;Mittelstadt;06355/83118;06364/63637;0175/579037;;Zöller04@dhbw.tst;Thomas@dhbw.vgl;L;verheiratet;3;2;N
K00036;Musterfrau 04;Karl-Heinz;;26.12.1961;New York;Musterstrasse;25;63504;Mittelstadt;06355/10736;06364/75621;0175/579036;06355/93985;Musterfrau04@dhbw.tst;Karl-Heinz@dhbw.vgl;G;ledig;2;1;N
K00035;Mueller 04;Norbert;;16.12.1961;Wiesbaden;Kurze Strasse;55;63504;Mittelstadt;06355/89183;06364/27618;0175/579035;;Mueller04@dhbw.tst;Norbert@dhbw.vgl;P;eingetr. Partnerschaft;0;0;J
K00034;Meier 04;Jürgen;Clara;06.12.1961;Hamburg;Lange Strasse;33;63504;Mittelstadt;06355/15541;06364/52054;0175/579034;;Meier04@dhbw.tst;Jürgen@dhbw.vgl;O;eingetr. Partnerschaft;1;0;N
K00033;Jovi;Bon Jon;;26.11.1961;Hanau;Kreuzweg;98;63504;Mittelstadt;06355/8460;06364/98140;0175/579033;;Jovi@dhbw.tst;BonJon@dhbw.vgl;N;eingetr. Partnerschaft;0;0;J
K00032;Gott;Karel;;16.11.1961;Kiel;Im Tal;94;63503;Altstadt;06354/83146;06363/95440;0175/579032;;Gott@dhbw.tst;Karel@dhbw.vgl;M;verwitwet;1;0;N
K00031;Leber;Georg;;06.11.1961;Mainz;Auf der Höhe;75;63503;Altstadt;06354/98294;;0175/579031;;Leber@dhbw.tst;Georg@dhbw.vgl;L;ledig;0;0;N
K00030;Schwarzhaupt;Elisabeth;;27.10.1961;Stralsund;Severinstr.;13;63503;Altstadt;06354/77747;;0175/579030;06354/21504;Schwarzhaupt@dhbw.tst;Elisabeth@dhbw.vgl;G;geschieden;2;1;N
K00029;Otto 03;Hartwigk;;17.10.1961;Stralsund;Kanzlerweg;11;63502;Neustadt;06353/99362;;0175/579029;;Otto03@dhbw.tst;Hartwigk@dhbw.vgl;P;verheiratet;4;3;J
K00028;Zimmermann 03;Holger;Egon;07.10.1961;Sidney;Kreuzberger Str.;89;63502;Neustadt;06353/94058;;0175/579028;;Zimmermann03@dhbw.tst;Holger@dhbw.vgl;O;eingetr. Partnerschaft;0;0;J
K00027;Zöller 03;Tom;;27.09.1961;Dortmund;Im Gewann;38;63502;Neustadt;06353/20009;;0175/579027;;Zöller03@dhbw.tst;Tom@dhbw.vgl;N;ledig;0;0;N
K00026;Musterfrau 03;Marcus;;17.09.1961;Marburg;Berliner Strasse;78;63502;Neustadt;06353/51453;;0175/579026;;Musterfrau03@dhbw.tst;Marcus@dhbw.vgl;M;verwitwet;2;1;N
K00025;Mueller 03;Wolfgang;;07.09.1961;Obersdorf;Musterstrasse;80;63502;Neustadt;06353/34977;06362/33206;0175/579025;;Mueller03@dhbw.tst;Wolfgang@dhbw.vgl;L;eingetr. Partnerschaft;1;0;N
K00024;Meier 03;Egon;;28.08.1961;Basel;Kurze Strasse;95;63501;Versicherungsstadt;06352/20238;06361/18741;0175/579024;06352/33960;Meier03@dhbw.tst;Egon@dhbw.vgl;G;verheiratet;5;4;N
K00023;Leuthäuser-Schnarrenberger;Katharina;Maria;18.08.1961;Dortmund;Lange Strasse;53;63501;Versicherungsstadt;06352/58315;06361/29943;0175/579023;;Leuthäuser-Schnarrenberger@dhbw.tst;Katharina@dhbw.vgl;P;eingetr. Partnerschaft;0;0;J
K00022;Scheich-Weich;Sabine;;08.08.1961;Obersdorf;Kreuzweg;74;63500;Musterdorff;06351/66706;06360/69956;0175/579022;;Scheich-Weich@dhbw.tst;Sabine@dhbw.vgl;O;geschieden;3;2;N
K00021;Funk;Wolfgang;;29.07.1961;Marburg;Im Tal;7;63500;Musterdorff;06351/78642;06360/53664;0175/579021;;Funk@dhbw.tst;Wolfgang@dhbw.vgl;N;verwitwet;2;1;N
K00020;Kollas;Markus;;19.07.1961;München;Auf der Höhe;82;63500;Musterdorff;06351/30176;06360/79115;0175/579020;;Kollas@dhbw.tst;Markus@dhbw.vgl;M;ledig;0;0;N
K00019;Obama;Barack;;09.07.1961;Leipzig;Severinstr.;0;63505;Mosbach;06356/69519;06365/54525;0175/579019;;Obama@dhbw.tst;Barack@dhbw.vgl;L;geschieden;1;0;N
K00018;Putin;Wladimir;Putinowitsch;29.06.1961;Flensburg;Kanzlerweg;11;63504;Mittelstadt;06355/80876;06364/34478;0175/579018;06355/96326;Putin@dhbw.tst;Wladimir@dhbw.vgl;G;verheiratet;2;1;J
